City,City.1,State/Province,Country,Latitude,Longitude,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
SHELBURNE,Shelburne,VT,,44.378993,-73.228706,,,,,,,
WALLOOMSAC,Walloomsac,NY,,42.93869,-73.333719,,,,,,,
PORTLAND,Portland,OR,,45.515232,-122.678385,,,,,,,
AMORY,Amory,MS,,33.984003,-88.488646,,,,,,,
AVONDALE,Avondale,PA,,39.823168,-75.78216,,,,,,,
BLYTHESVILLE,Blytheville,AR,,35.927295,-89.918976,,,,,,,
BURLEY,Burley,ID,,42.535742,-113.792497,,,,,,,
CATOOSA,Catoosa,OK,,36.18843,-95.74581,,,,,,,
CHICAGO,Chicago,IL,,41.878113,-87.629799,,,,,,,
CHICAGO HEIGHTS,Chicago Heights,IL,,41.506146,-87.6356,,,,,,,
CINCINNATI,Cincinnati,OH,,39.103118,-84.51202,,,,,,,
CINCINNATI,Cincinnati,OH,,39.103118,-84.51202,,,,,,,
COUNCIL BLUFFS,Council Bluffs,IA,,41.261944,-95.860833,,,,,,,
DALLAS,Dallas,TX,,32.776664,-96.796988,,,,,,,
DECATUR,Decatur,AL,,34.605925,-86.983341,,,,,,,
DORE,Dore,ND,,47.57,-104.05,,,,,,,
FAIRVIEW,Fairview,MT,,47.8528,-104.0477,,,,,,,
GALENA PARK,Galena Park,TX,,29.73356,-95.23382,,,,,,,
GLENDALE,Glendale,AZ,,33.538652,-112.185986,,,,,,,
HOUSTON,Houston,TX,,29.760427,-95.369803,,,,,,,
HOUSTON,Houston,TX,,29.760427,-95.369803,,,,,,,
JEFFERSONVILLE,Jeffersonville,IN,,38.27757,-85.737184,,,,,,,
MADISON,Madison,WI,,43.073052,-89.40123,,,,,,,
MIDDLEPORT,Middleport,OH,,38.99813,-82.05014,,,,,,,
MULGA,Mulga,AL,,33.55594,-87.0125,,,,,,,
NITRO,Nitro,WV,,38.41453,-81.8318,,,,,,,
OKLAHOMA CITY,Oklahoma City,OK,,35.46756,-97.516428,,,,,,,
OMAHA,Omaha,NE,,41.256537,-95.934503,,,,,,,
OSHKOSH,Oshkosh,WI,,44.024706,-88.542614,,,,,,,
OSHKOSH,Oshkosh,WI,,44.024706,-88.542614,,,,,,,
PECOS,Pecos,TX,,31.42291,-103.49322,,,,,,,
PECOS,Pecos,TX,,31.42291,-103.49322,,,,,,,
PHOENIX,Phoenix,AZ,,33.448377,-112.074037,,,,,,,
PINE BLUFF,Pine Bluff,AR,,34.228431,-92.003195,,,,,,,
PITTSBURG,Pittsburg,KS,,37.410884,-94.704962,, ,,,,,
ROCKFORD,Rockford,IL,,42.271131,-89.093995,,,,,,,
SAN LUIS POTOSI,San Luis Potosí,SL,,22.156469,-100.98554,,,,,,,
SAUGET,Sauget,IL,,38.590048,-90.175112,,,,,,,
ST LOUIS,St. Louis,MO,,38.627003,-90.199404,,,,,,,
ST LOUIS,St. Louis,MO,,38.627003,-90.199404,,,,,,,
ST LOUIS,St. Louis,MO,,38.627003,-90.199404,,,,,,,
STOCKTON,Stockton,CA,,37.957702,-121.29078,,,,,,,
STROUD,Stroud,OK,,35.748956,-96.658624,,,,,,,
STROUD,Stroud,OK,,35.748956,-96.658624,,,,,,,
TRIUMPH,Triumph,IL,,41.486145,-89.05202,,,,,,,
WATERLOO,Waterloo,IA,,42.492786,-92.342577,,,,,,,
MALVERN,Malvern,AR,,34.366112,-92.816963,,,,,,,
MONTICELLO,Monticello,AR,,33.628178,-91.790996,,,,,,,
NORTH LITTLE ROCK,North Little Rock,AR,,34.769321,-92.267174,,,,,,,
PARIS,Paris,TX,,33.660938,-95.555512,,,,,,,
SAN DIEGO,San Diego,CA,,32.715736,-117.161087,,,,,,,
TENARK,Tenark,AR,,33.24012,-91.36483,,,,,,,
NEW WESTMINSTER,New Westminster,BC,,49.206944,-122.91111,,,,,,,
SURREY,Surrey,BC,,49.104431,-122.801094,,,,,,,
CLACKAMAS,Clackamas,OR,,45.40721,-122.57078,,,,,,,
YORK,York,PA,,39.962303,-76.727692,,,,,,,
, ,, , ,,,,,,,,
, ,, , ,,,,,,,,
, ,, , ,,,,,,,,
